EJE,PONDERADOR EJE,NOMBRE DE SECTOR,SECTOR MGA,PROGRAMA MGA,"COD,.INT. PROGRAMA",PROGRAMA PDT,PONDERADOR PROGRAMA,COD SUBPROGRAMA,"COD. INT, SUBPROGRAMA",SUBPROGRAMA,PONDERADOR SUBPROGRAMA,COD. INT. MR,META DE RESULTADO,INDICADOR DE RESULTADO,L.B,PRODUCTO MGA,BPIN,NOMBRE DEL PROYECTO,COD META PRODUCTO,PONDERADOR META DE PRODUCTO,META DE PRODUCTO,L.B,UNIDAD DE MEDIDA,TENDENCIA  INDICADOR,INDICADOR,RESPONSABLE, ,VALOR ESPERADO CUATRIENIO,% TOTAL  EJEJCUTADO 2024 VS CUATRIENIO,% TOTAL EJECUTADO 2025 VS CUATRIENIO,% TOTAL EJECUTADO 2026 VS CUATRIENIO,% TOTAL EJECUTADO 2027 VS CUATRIENIO,PORCENTAJE TOTAL PDM AVANCE CUATRIENIO,VALOR ESPERADO 2024,VALOR ESPERADO 2025,VALOR ESPERADO 2026,VALOR ESPERADO 2027,T1. PLANEADO 2024,T1. EJECUTADO 2024,T2. PLANEADO 2024,T2. EJECUTADO 2024,T3. PLANEADO 2024,T3. EJECUTADO 2024,T4. PLANEADO 2024,T.4 EJECUTADO 2024,TOTAL PLANEADO 2024,TOTAL EJECUTADO 2024,AVANCE 2024,% TOTAL PLANEADO 2024,% TOTAL AVANCE 2024,ESTADO PROGRAMADO-NO PROGRAMADO 2024, SOPORTES DE CUMPLIMIENTO 2024,T1. PLANEADO 2025,T1. EJECUTADO 2025,T2. PLANEADO 2025,T2. EJECUTADO 2025,T3. PLANEADO 2025,T3. EJECUTADO 2025,T4. PLANEADO 2025,T.4 EJECUTADO 2025,TOTAL PLANEADO 2025,TOTAL EJECUTADO 2025,AVANCE 2025,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO 2025, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2026,T1. EJECUTADO 2026,T2. PLANEADO 2026,T2. EJECUTADO 2026,T3. PLANEADO 2026,T3. EJECUTADO 2026,T4. PLANEADO 2026,T.4 EJECUTADO 2026,TOTAL PLANEADO 2026,TOTAL EJECUTADO 2026,% AVANCE 2026,% TOTAL PLANEADO 2026,% TOTAL AVANCE 2026,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2027,T1. EJECUTADO 2027,T2. PLANEADO 2027,T2. EJECUTADO 2027,T3. PLANEADO 2027,T3. EJECUTADO 2027,T4. PLANEADO 2027,T.4 EJECUTADO 2024,TOTAL PLANEADO 2027,TOTAL EJECUTADO 2027,% AVANCE 2027,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,PPTO DEFINITIVO INICIAL,VALOR EJECUTADO,SALDO DISPONIBLE,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,APROPIACION 2024,COMPROMISOS 2024,TOTAL ASIGNADO,TOTAL COMPROMISOS,% EJECUCIÓN FINANCIERA,APROPIACION INICIAL 2025,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,PAGOS 2025,% EJECUCION 2025,2024 PLAN FINANCIERO PDM,2025 PLAN FINANCIERO PDM,2026 PLAN FINANCIERO PDM,2027 PLAN FINANCIERO PDM,TOTALES PLAN FINANCIERO PDM,PLAN DE ACCIÓN,APROPIACION INICIAL 2026,APROPIACION DEFINITIVA 2026,COMPROMISOS 2026,PAGOS 2026,% EJECUCION 2026,VALOR EJECUTADO 2026,SALDO DISPONIBLE 2026,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros
Eje 4. Transformación Social,43.20%,,43,4301,26,"Es el tiempo de Tenjo Activo

(Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz)",,,26.3,Es el tiempo de la Promoción y la participación en el deporte y la recreación,,26.3.1,Lograr la participación efectiva del 45% de la población en actividades recreodeportivas ,Porcentaje de participación logrado,"Total Población 
2024        26.834
2025        27.644
2026        28.422
2027        29.180
Fuente: Proyecciones Dane",4301007,2024257990035,"APROVECHAMIENTO DEL TIEMPO EN LA ACTIVIDAD FISICA, RECREACIONAL Y DEPORTIVA EN EL MUNICIPIO DE TENJO",244,,Brindar cobertura en las 15  veredas a través de los programas de Inderten,10,Número,I,Número de veredas con cobertura de los programas de Inderten,INDERTEN,,15,200%,9%,,,33.1%,15,15,15,15,,,,,15,15,15,15,15.00,30.00,2.00,100%,200%,P,Meta 244.docx,15,15,15,15,15,15,15,15,15.00,20.00,1.33,100%,133%,P,Meta 244.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$215,000,000.00","$20,000,000.00",$0.00,$0.00,"$215,000,000.00","$20,000,000.00",9%,"$90,000,000.00","$215,000,000.00","$215,000,000.00","$215,000,000.00",100.00%,"$200,000,000.00",15400000000%,"107,080,000","60,292,400","521,372,400",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,43,4301,26,"Es el tiempo de Tenjo Activo

(Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz)",,,26.3,Es el tiempo de la Promoción y la participación en el deporte y la recreación,,26.3.1,Lograr la participación efectiva del 45% de la población en actividades recreodeportivas ,Porcentaje de participación logrado,"Total Población 
2024        26.834
2025        27.644
2026        28.422
2027        29.180
Fuente: Proyecciones Dane",4301001,2024257990035,"APROVECHAMIENTO DEL TIEMPO EN LA ACTIVIDAD FISICA, RECREACIONAL Y DEPORTIVA EN EL MUNICIPIO DE TENJO",245,,Realizar 4 Festivales recreo deportivo de escuelas de formación deportiva,4,Número,M,Festival realizado,INDERTEN,,16,6%,19%,,,7.5%,4,4,4,4,,,,,0,0,1,1,1.00,1.00,100%,100%,100%,P,Meta 245.docx,0,0,4,4,4,4,4,4,4.00,12.00,3.00,100%,300%,P,Meta 245.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,000,000.00","$20,000,000.00",$0.00,$0.00,"$51,000,000.00","$20,000,000.00",39%,"$51,000,000.00","$51,000,000.00","$51,000,000.00","$51,000,000.00",100.00%,"$100,000,000.00",10200000000%,"104,040,000","107,161,200","413,201,200",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,43,4301,26,"Es el tiempo de Tenjo Activo

(Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz)",,,26.4,Innovación con capacitación para un mejor Inderten,,26.4.1,"Ejecutar el 100% de las acciones de fortalecimiento de la capacidad estratégicas, técnica y operativa de Inderten",Porcentaje de acciones de fortalecimiento ejecutadas,77%,4301006,2024257990035,"APROVECHAMIENTO DEL TIEMPO EN LA ACTIVIDAD FISICA, RECREACIONAL Y DEPORTIVA EN EL MUNICIPIO DE TENJO",246,,Formular e implementar  en un 35% la Política Pública del deporte en el cuatrienio,0,Número,I,Política pública formulada e implementada,INDERTEN,,35%,0%,143%,,,50.0%,0%,20%,10%,5%,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,Meta 246.docx,2%,2%,2%,2%,4%,4%,12%,2%,20%,10%,50%,100%,50%,P,Meta 246.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,000,000.00","$20,000,000.00",$0.00,$0.00,"$80,000,000.00","$20,000,000.00",25%,"$50,000,000.00","$80,000,000.00","$80,000,000.00","$80,000,000.00",100.00%,$0.00,7000000000%,0,0,"70,000,000",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,43,4301,26,"Es el tiempo de Tenjo Activo

(Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz)",,,26.4,Innovación con capacitación para un mejor Inderten,,26.4.1,"Ejecutar el 100% de las acciones de fortalecimiento de la capacidad estratégicas, técnica y operativa de Inderten",Porcentaje de acciones de fortalecimiento ejecutadas,77%,4301035,2024257990035,"APROVECHAMIENTO DEL TIEMPO EN LA ACTIVIDAD FISICA, RECREACIONAL Y DEPORTIVA EN EL MUNICIPIO DE TENJO",247,,"Realizar 2 capacitaciones anualmente para la planta de personal del instituto relacionada con deporte, recreación y/o administración deportiva",7,Número,M,Número de capacitaciones realizadas,INDERTEN,,8,6%,13%,,,5.3%,2.00,2.00,2.00,2.00,,,,,0,0,2,1,1.00,0.50,0.50,100%,50%,P,Meta 247.docx,0,0,0,0,1,1,1,1,2.00,2.00,1.00,100%,100%,P,Meta 247.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000,000.00","$5,000,000.00",$0.00,$0.00,"$25,000,000.00","$5,000,000.00",20%,"$25,000,000.00","$25,000,000.00","$25,000,000.00","$25,000,000.00",100.00%,"$25,000,000.00",2550000000%,"26,010,000","26,790,300","103,300,300",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,43,4301,26,"Es el tiempo de Tenjo Activo

(Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz)",,,26.4,Innovación con capacitación para un mejor Inderten,,26.4.1,"Ejecutar el 100% de las acciones de fortalecimiento de la capacidad estratégicas, técnica y operativa de Inderten",Porcentaje de acciones de fortalecimiento ejecutadas,77%,4301006,2024257990035,"APROVECHAMIENTO DEL TIEMPO EN LA ACTIVIDAD FISICA, RECREACIONAL Y DEPORTIVA EN EL MUNICIPIO DE TENJO",248,,Realizar un estudio técnico para rediseñar la planta de personal del inderten,0,Número,I,Estudio técnico realizado,INDERTEN,,1,0%,#DIV/0!,,,#DIV/0!,0.00,1,0.00,0.00,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,Meta 248.docx,0,0,0,0,0,0,0,,0.00,0.00,#DIV/0!,#DIV/0!,0%,NP,Meta 248.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,000,000.00","$20,000,000.00",$0.00,$0.00,"$80,000,000.00","$20,000,000.00",25%,"$50,000,000.00","$80,000,000.00","$80,000,000.00","$80,000,000.00",100.00%,$0.00,7000000000%,0,0,"70,000,000",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.1,"Es el tiempo para bienestar para nuestros niñas, niños y adolecentes",,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102051,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",249,,"Implementar en 45% la ejecución de Política Pública de Primera Infancia, infancia y adolescencia en el cuatrienio",20%,Porcentaje,I,"Porcentaje de ejecución de Política Pública de Primera Infancia, infancia y adolescencia incrementada",Sec. Protección Social,SI,45%,7%,171%,,,60.9%,7%,13%,13%,12%,,,,,5%,5%,2%,2%,4%,3%,0.93,100%,93%,P,Meta 249.docx,2%,2%,3%,3%,6%,4%,2%,1%,13%,10%,77%,100%,77%,P,Meta 249.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$149,000,000.00","$69,200,000.00","$69,039,005.00","$69,039,005.00","$218,039,005.00","$138,239,005.00",63%,"$149,000,000.00","$114,200,000.00","$74,200,000.00","$41,733,333.00",64.97%,"$133,000,000.00",13566000000%,"138,373,200","142,524,396","549,557,596",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.1,"Es el tiempo para bienestar para nuestros niñas, niños y adolecentes",,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102001,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",250,,Mantener el funcionamiento del 100% de la ludoteca Municipal,100%,Porcentaje,M,Porcentaje de funcionamiento,Sec. Protección Social,SI,100%,49%,100%,,,42.3%,100%,100%,100%,100%,,,,,70%,70%,30%,27%,50%,49%,97%,100%,97%,P,Meta 250.docx,10%,10%,30%,30%,40%,40%,20%,20%,100%,100%,100%,100%,100%,P,Meta 250.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$320,000,000.00","$215,388,332.00","$65,929,101.00","$65,929,101.00","$385,929,101.00","$281,317,433.00",73%,"$320,000,000.00","$276,800,000.00","$225,738,332.00","$175,531,664.00",81.55%,"$225,000,000.00",22950000000%,"234,090,000","241,112,700","929,702,700",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.1,"Es el tiempo para bienestar para nuestros niñas, niños y adolecentes",,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102001,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",251,,Mantener al 100% el funcionamiento  de la Sala de lactancia del Municipio,100%,Porcentaje,M,Porcentaje de Funcionamiento,Sec. Protección Social,,100%,49%,70%,,,31.9%,100%,100%,100%,100%,,,,,70%,70%,30%,28%,50%,49%,98%,100%,98%,P,Meta 251.docx,18%,18%,30%,30%,30%,,22%,22%,100%,70%,70%,100%,70%,P,Meta 251.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,000,000.00","$55,160,000.00","$41,157,728.00","$41,157,728.00","$144,157,728.00","$96,317,728.00",67%,"$103,000,000.00","$98,100,000.00","$78,072,559.00","$62,699,226.00",79.58%,"$64,000,000.00",6528000000%,"66,585,600","68,583,168","264,448,768",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.1,"Es el tiempo para bienestar para nuestros niñas, niños y adolecentes",,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102001,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",252,,Garantizar el funcionamiento y/o dotación  al 100% de los Centros de Atención a la Primera Infancia,100%,Porcentaje,M,Porcentaje de Funcionamiento,Sec. Protección Social,SI,100%,50%,100%,,,42.4%,100%,100%,100%,100%,,,,,70%,70%,30%,29%,50%,50%,99%,100%,99%,P,Meta 252.docx,21%,21%,26%,26%,36%,36%,17%,17%,100%,100%,100%,100%,100%,P,Meta 252.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,501,611,121.00","$2,029,694,979.00","$81,109,417.00","$81,109,417.00","$2,582,720,538.00","$2,110,804,396.00",82%,"$2,451,611,121.00","$2,521,611,121.00","$2,348,847,691.00","$1,949,565,913.00",93.15%,"$2,200,000,000.00",224400000000%,"2,288,880,000","2,357,546,400","9,090,426,400",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.1,"Es el tiempo para bienestar para nuestros niñas, niños y adolecentes",,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102038,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",253,,"Realizar 2 campañas  anuales sobre Proyecto de Vida para la prevención de Embarazo Adolescente, Consumo de Sustancias Psicoactivas, Ideación Suicida y Cutting.",1,Número,M,Estrategias realizadas,Sec. Protección Social,SI,2,25%,50%,,,21.3%,2.00,2.00,2.00,2.00,,,,,70%,70%,30%,30%,50%,50%,100%,100%,100%,P,Meta 253.docx,0,0,0.7,0.7,0.9,0.9,0.4,0.4,2.00,2.00,1.00,100%,100%,P,Meta 253.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$120,000,000.00",$0.00,"$80,124,262.00","$80,124,262.00","$200,124,262.00","$80,124,262.00",40%,"$120,000,000.00","$120,000,000.00","$119,998,990.00","$75,655,920.00",100.00%,"$120,000,000.00",12240000000%,"124,848,000","128,593,440","495,841,440",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.1,"Es el tiempo para bienestar para nuestros niñas, niños y adolecentes",,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102035,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",254,,Dar cumplimiento al 50% de la Política Municipal para la Prevención y la Atención del Consumo de Sustancias Psicoactivas en el Municipio de Tenjo (Acuerdo 15 del 2021),11%,Porcentaje,I,Política implementada al 50 %,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,50%,10%,170%,,,61.0%,5%,20%,20%,5%,,,,,0.03,0.03,0.02,0.02,0.05,0.05,1.00,100%,100%,P,Meta 254.docx,5%,5%,5%,5%,7%,7%,3%,,20%,17%,85%,100%,85%,P,Meta 254.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$35,000,000.00","$35,000,000.00","$35,000,000.00","$35,000,000.00",100%,$0.00,"$25,000,000.00",$0.00,$0.00,0.00%,"$50,000,000.00",5100000000%,"52,020,000","53,580,600","206,600,600",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.2,Fomento de la Cultura y Recreación para la niñez y adolescencia,,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102043,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",255,,"Realizar 3 eventos anuales de conmemoración del Día del Niño, el Día Dulce y actividad navideña implementado acciones lúdicas y de promoción del juego",1,Número,M,Eventos  realizados,Sec. Protección Social,SI,3,100%,33%,,,26.7%,3,3,3,3,,,,,0,0,3,3,3.00,3.00,1.00,100%,100%,P,Meta 255.docx,0,0,1,1,1,1,1,1,3.00,3.00,1.00,100%,100%,P,Meta 255.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000,000.00",$0.00,"$499,146,900.00","$499,146,900.00","$999,146,900.00","$499,146,900.00",50%,"$500,000,000.00","$499,170,166.00","$499,170,166.00",$0.00,100.00%,"$450,000,000.00",45900000000%,"468,180,000","482,225,400","1,859,405,400",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.2,Fomento de la Cultura y Recreación para la niñez y adolescencia,,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102043,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",256,,"Establecer un concurso anual de fortalecimiento de competencias en matemáticas, ortografía y creación literaria",0,Número,I,Número de concursos establecidos,Sec. Desarrollo Educativo ,SI,4,0%,0%,,,0.0%,1,1,1,1,,,,,0,0,1,0,1.00,0.00,0.00,100%,0%,P,Meta 256.docx,0,0,0,0,0,0,1,,1.00,0.00,0.00,100%,0%,NP,Meta 256.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,$0.00,$0.00,$0.00,,"$20,000,000.00",2040000000%,"20,808,000","21,432,240","82,640,240",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.2,Fomento de la Cultura y Recreación para la niñez y adolescencia,,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102043,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",257,,"Realizar dos eventos de apropiación social de la CTeI (festival de astronomía de Tenjo  feria de ciencia, tecnología e innovación de manera anual)",0,Número,I,Número de eventos realizados,Secretaría de Desarrollo Económico y Medio Ambiente o quien haga sus veces,SI,2,0%,50%,,,17.5%,0,1,0,1,,,,,1%,0%,0%,,0%,0%,0%,0%,0%,NP,,0.1,0.1,0.3,0.3,0.6,0.6,0,,1.00,1.00,1.00,100%,100%,NP,Meta 257.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,,$0.00,11000000000%,"112,200,000",0,"222,200,000",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.3,Deporte y Aprovechamiento del Tiempo Libre para la niñez y adolescencia,,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102038,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",258,,Realizar 4 eventos para fortalecer el Deporte Escolar en el municipio de Tenjo,3,Número,I,Número de eventos realizados,INDERTEN,SI,4,100%,25%,,,23.8%,1.00,1.00,1.00,1.00,,,,,1,1,3,3,4.00,4.00,1.00,100%,100%,P,Meta 258.docx,0,0,0.3,0.3,0.6,0.6,0.1,0.1,1.00,1.00,1.00,100%,100%,P,Meta 258.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,000,000.00","$20,000,000.00","$20,499,998.00","$20,499,998.00","$65,499,998.00","$40,499,998.00",62%,"$45,000,000.00","$45,000,000.00","$45,000,000.00","$45,000,000.00",100.00%,"$50,000,000.00",5100000000%,"52,020,000","53,580,600","206,600,600",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,41,4102,27,"Es el tiempo de  las acciones integrales de la Infancia, Adolescencia

(Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes)
",,,27.3,Deporte y Aprovechamiento del Tiempo Libre para la niñez y adolescencia,,27.1.1,Impactar al 60% de los NNA proyectados para el cuatrienio a través de la oferta institucional de la Política Pública NNA,Porcentaje de población de NNA impactados a través de la oferta institucional,"
Total Población NNA 2024-2027

2024        5,168
2025        5,527
2026        5,329
2027        5,396

Fuente: Proyecciones Dane",4102038,2024257990036,"DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, INFANCIA, ADOLESCENDIA Y FAMILIAS EN EL MUNICPIO DE TENJO",259,,Ejecutar dos programas anualmente de aprovechamiento del tiempo libre y/o actividad física dirigido a la población juvenil del municipio,1,Número,M,Número de programas ejecutados,INDERTEN,SI,2,100%,67%,,,38.3%,2.00,2.00,2.00,2.00,,,,,2,2,0,0,2.00,2.00,1.00,100%,100%,P,Meta 259.docx,2,2,2,2,2,2,2,2,2.00,2.67,1.33,100%,133%,P,Meta 259.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,000,000.00","$30,000,000.00","$29,190,000.00","$29,190,000.00","$89,190,000.00","$59,190,000.00",66%,"$60,000,000.00","$60,000,000.00","$60,000,000.00","$60,000,000.00",100.00%,"$70,000,000.00",7140000000%,"72,828,000","75,012,840","289,240,840",,,,,,,,,,,,,,,
